filename,CU:,SR:,CS:,species
7501104X,655  B6:00.00  17:53.497,166600,2.182,Long-Finned Pilot Whale
7501104Y,848  B4:00.00  18:14.724,166600,3.262,Long-Finned Pilot Whale
7501104Z,848  B4:00.00  18:17.973,166600,1.968,Long-Finned Pilot Whale
75011050,848  B4:00.00  18:19.885,166600,1.898,Long-Finned Pilot Whale
75011051,848  B4:00.00  18:22.740,166600,2.404,Long-Finned Pilot Whale
75011052,848  B4:00.00  18:31.671,166600,2.390,Long-Finned Pilot Whale
75011053,848  B4:00.00  18:34.062,166600,3.290,Long-Finned Pilot Whale
75011054,848  B4:00.00  18:38.534,166600,2.531,Long-Finned Pilot Whale
75011055,848  B4:00.00  18:41.853,166600,3.558,Long-Finned Pilot Whale
75011056,848  B4:00.00  18:45.369,166600,2.418,Long-Finned Pilot Whale
75011057,848  B4:00.00  18:48.280,166600,3.079,Long-Finned Pilot Whale
75011058,848  B4:00.00  18:51.797,166600,2.058,Long-Finned Pilot Whale
75011059,848  B4:00.00  18:54.829,166600,1.419,Long-Finned Pilot Whale
7501105A,848  B4:00.00  18:57.502,166600,1.918,Long-Finned Pilot Whale
7501105B,848  B4:00.00  18:59.383,166600,1.913,Long-Finned Pilot Whale
7501105C,848  B4:00.00  19:02.199,166600,1.935,Long-Finned Pilot Whale
7501105D,848  B4:00.00  19:08.438,166600,1.733,Long-Finned Pilot Whale
7501105E,848  B4:00.00  19:11.659,166600,2.170,Long-Finned Pilot Whale
7501105F,848  B4:00.00  19:13.830,166600,1.919,Long-Finned Pilot Whale
7501105G,848  B4:00.00  19:15.744,166600,1.738,Long-Finned Pilot Whale
7501105H,848  B4:00.00  19:18.614,166600,1.941,Long-Finned Pilot Whale
7501105I,848  B4:00.00  19:24.979,166600,1.842,Long-Finned Pilot Whale
7501105J,848  B4:00.00  19:28.933,166600,1.930,Long-Finned Pilot Whale
7501105K,848  B4:00.00  19:31.038,166600,1.935,Long-Finned Pilot Whale
7501105L,848  B4:00.00  19:34.456,166600,2.012,Long-Finned Pilot Whale
7501105M,848  B4:00.00  19:36.654,166600,2.471,Long-Finned Pilot Whale
7501105N,848  B4:00.00  19:39.990,166600,2.006,Long-Finned Pilot Whale
7501105O,848  B4:00.00  19:43.522,166600,1.946,Long-Finned Pilot Whale
7501105P,848  B4:00.00  19:45.944,166600,2.351,Long-Finned Pilot Whale
7501105Q,848  B4:00.00  19:49.045,166600,1.629,Long-Finned Pilot Whale
7501105R,848  B4:00.00  19:54.693,166600,2.597,Long-Finned Pilot Whale
7501105S,848  B4:00.00  19:57.821,166600,2.389,Long-Finned Pilot Whale
7501105T,848  B4:00.00  20:00.112,166600,2.231,Long-Finned Pilot Whale
7501105U,848  B4:00.00  20:03.273,166600,2.203,Long-Finned Pilot Whale
7501105V,848  B4:00.00  20:05.438,166600,2.056,Long-Finned Pilot Whale
7501105W,848  B4:00.00  20:07.620,166600,1.520,Long-Finned Pilot Whale
7501105X,848  B4:00.00  20:09.190,166600,1.897,Long-Finned Pilot Whale
7501105Y,848  B4:00.00  20:11.076,166600,2.083,Long-Finned Pilot Whale
7501105Z,848  B4:00.00  20:13.132,166600,2.684,Long-Finned Pilot Whale
75011060,848  B4:00.00  20:17.042,166600,2.367,Long-Finned Pilot Whale
75011061,848  B4:00.00  20:19.399,166600,2.094,Long-Finned Pilot Whale
75011062,848  B4:00.00  20:21.679,166600,2.395,Long-Finned Pilot Whale
75011063,848  B4:00.00  20:24.057,166600,1.421,Long-Finned Pilot Whale
75011064,848  B4:00.00  20:28.405,166600,2.373,Long-Finned Pilot Whale
75011065,848  B4:00.00  20:31.254,166600,2.909,Long-Finned Pilot Whale
75011066,848  B4:00.00  20:34.387,166600,2.132,Long-Finned Pilot Whale
75011067,848  B4:00.00  20:37.280,166600,2.110,Long-Finned Pilot Whale
75011068,848  B4:00.00  20:39.352,166600,1.946,Long-Finned Pilot Whale
75011069,848  B4:00.00  20:42.551,166600,2.143,Long-Finned Pilot Whale
7501106A,848  B4:00.00  20:48.188,166600,1.995,Long-Finned Pilot Whale
7501106B,848  B4:00.00  20:53.886,166600,2.061,Long-Finned Pilot Whale
7501106C,848  B4:00.00  20:57.288,166600,1.574,Long-Finned Pilot Whale
7501106D,848  B4:00.00  20:59.797,166600,2.039,Long-Finned Pilot Whale
7501106E,848  B4:00.00  21:03.975,166600,2.050,Long-Finned Pilot Whale
7501106F,848  B4:00.00  21:09.985,166600,2.351,Long-Finned Pilot Whale
7501106G,848  B4:00.00  21:15.179,166600,2.138,Long-Finned Pilot Whale
7501106H,848  B4:00.00  21:28.374,166600,1.744,Long-Finned Pilot Whale
7501106I,848  B4:00.00  21:31.797,166600,2.586,Long-Finned Pilot Whale
7501106J,848  B4:00.00  21:39.956,166600,2.280,Long-Finned Pilot Whale
7501106K,848  B4:00.00  21:43.876,166600,1.946,Long-Finned Pilot Whale
7501106L,848  B4:00.00  21:47.753,166600,2.695,Long-Finned Pilot Whale
7501106M,848  B4:00.00  21:53.107,166600,2.471,Long-Finned Pilot Whale
75012001,224  B7:00.00  0:32.173,166600,2.292,Long-Finned Pilot Whale
75012002,224  B7:00.00  0:37.564,166600,2.727,Sperm Whale
75012003,224  B7:00.00  0:40.207,166600,3.013,Sperm Whale
75012004,224  B7:00.00  0:48.877,166600,3.385,Long-Finned Pilot Whale
75012005,224  B7:00.00  0:52.782,166600,3.109,Long-Finned Pilot Whale
75012006,224  B7:00.00  0:56.857,166600,3.671,Long-Finned Pilot Whale
75012007,224  B7:00.00  1:01.866,166600,3.247,Long-Finned Pilot Whale
75012008,224  B7:00.00  1:08.998,166600,2.663,Long-Finned Pilot Whale
75012009,224  B7:00.00  1:11.661,166600,2.408,Long-Finned Pilot Whale
7501200A,224  B7:00.00  1:14.017,166600,2.217,Long-Finned Pilot Whale
7501200B,224  B7:00.00  1:18.665,166600,2.557,Long-Finned Pilot Whale
7501200C,224  B7:00.00  1:22.358,166600,3.003,Long-Finned Pilot Whale
7501200D,224  B7:00.00  1:25.308,166600,2.546,Long-Finned Pilot Whale
7501200E,224  B7:00.00  1:28.524,166600,2.366,Long-Finned Pilot Whale
7501200F,224  B7:00.00  1:36.558,166600,2.572,Long-Finned Pilot Whale
7501200G,224  B7:00.00  1:39.917,166600,2.072,Long-Finned Pilot Whale
7501200H,224  B7:00.00  1:42.382,166600,2.180,Long-Finned Pilot Whale
7501200I,224  B7:00.00  1:45.455,166600,1.610,Long-Finned Pilot Whale
7501200J,224  B7:00.00  1:59.115,166600,3.643,Long-Finned Pilot Whale
7501200K,224  B7:00.00  2:06.607,166600,3.201,Long-Finned Pilot Whale
7501200L,224  B7:00.00  2:09.809,166600,3.348,Long-Finned Pilot Whale
7501200M,224  B7:00.00  2:22.928,166600,2.779,Long-Finned Pilot Whale
7501200N,224  B7:00.00  2:29.733,166600,3.908,Long-Finned Pilot Whale
7501200O,224  B7:00.00  2:34.398,166600,1.826,Long-Finned Pilot Whale
7501200P,224  B7:00.00  2:36.136,166600,3.672,Long-Finned Pilot Whale
7501200Q,224  B7:00.00  2:39.759,166600,2.130,Long-Finned Pilot Whale
7501200R,224  B7:00.00  2:59.733,166600,3.711,Long-Finned Pilot Whale
7501200S,224  B7:00.00  3:06.921,166600,2.729,Long-Finned Pilot Whale
7501200T,224  B7:00.00  3:10.093,166600,3.594,Long-Finned Pilot Whale
7501200U,224  B7:00.00  3:22.044,166600,2.553,Long-Finned Pilot Whale
7501200V,224  B7:00.00  3:24.597,166600,2.042,Long-Finned Pilot Whale
7501200W,224  B7:00.00  3:26.561,166600,2.975,Long-Finned Pilot Whale
7501200X,224  B7:00.00  3:29.596,166600,2.366,Long-Finned Pilot Whale
7501200Y,224  B7:00.00  3:34.339,166600,1.855,Long-Finned Pilot Whale
7501200Z,224  B7:00.00  3:36.293,166600,2.062,Long-Finned Pilot Whale
75012010,224  B7:00.00  3:39.386,166600,2.887,Long-Finned Pilot Whale
75012011,224  B7:00.00  3:42.450,166600,2.867,Long-Finned Pilot Whale
75012012,224  B7:00.00  3:45.268,166600,3.220,Long-Finned Pilot Whale
75012013,224  B7:00.00  3:48.430,166600,2.906,Long-Finned Pilot Whale
75012014,224  B7:00.00  3:50.718,166600,2.975,Long-Finned Pilot Whale
75012015,224  B7:00.00  3:55.294,166600,2.454,Long-Finned Pilot Whale
75012016,224  B7:00.00  3:57.749,166600,2.906,Long-Finned Pilot Whale
75012017,224  B7:00.00  4:00.734,166600,2.916,Long-Finned Pilot Whale
75012018,224  B7:00.00  4:11.735,166600,2.488,Long-Finned Pilot Whale
75012019,224  B7:00.00  4:14.676,166600,2.320,Long-Finned Pilot Whale
7501201A,224  B7:00.00  4:17.232,166600,2.293,Long-Finned Pilot Whale
7501201B,224  B7:00.00  4:19.706,166600,2.335,Long-Finned Pilot Whale
7501201C,224  B7:00.00  4:27.291,166600,1.692,Long-Finned Pilot Whale
7501201D,224  B7:00.00  4:31.872,166600,1.975,Long-Finned Pilot Whale
7501201E,224  B7:00.00  4:38.345,166600,1.651,Long-Finned Pilot Whale
7501201F,224  B7:00.00  4:40.570,166600,1.457,Long-Finned Pilot Whale
7501201G,224  B7:00.00  4:42.940,166600,1.443,Long-Finned Pilot Whale
7501201H,224  B7:00.00  4:44.653,166600,2.445,Long-Finned Pilot Whale
7501201I,224  B7:00.00  4:48.391,166600,2.086,Long-Finned Pilot Whale
7501201J,224  B7:00.00  4:50.878,166600,2.155,Long-Finned Pilot Whale
7501201K,224  B7:00.00  4:53.116,166600,2.190,Long-Finned Pilot Whale
7501201L,224  B7:00.00  5:18.582,166600,1.975,Long-Finned Pilot Whale
7501201M,224  B7:00.00  5:23.909,166600,2.238,Long-Finned Pilot Whale
7501201N,224  B7:00.00  5:26.209,166600,2.286,Long-Finned Pilot Whale
7501201O,224  B7:00.00  5:28.586,166600,2.134,Long-Finned Pilot Whale
7501201P,224  B7:00.00  5:30.824,166600,2.065,Long-Finned Pilot Whale
7501201Q,224  B7:00.00  5:33.056,166600,2.079,Long-Finned Pilot Whale
7501201R,224  B7:00.00  5:35.329,166600,2.266,Long-Finned Pilot Whale
7501201S,224  B7:00.00  5:49.685,166600,1.920,Long-Finned Pilot Whale
7501201T,224  B7:00.00  5:58.936,166600,2.549,Long-Finned Pilot Whale
7501201U,224  B7:00.00  6:01.466,166600,2.503,Long-Finned Pilot Whale
7501201V,224  B7:00.00  6:03.924,166600,3.384,Long-Finned Pilot Whale
7501201W,224  B7:00.00  6:07.309,166600,3.264,Long-Finned Pilot Whale
7501201X,224  B7:00.00  6:10.889,166600,2.179,Long-Finned Pilot Whale
7501201Y,224  B7:00.00  6:13.031,166600,2.865,Long-Finned Pilot Whale
7501201Z,224  B7:00.00  6:21.275,166600,3.264,Long-Finned Pilot Whale
75012020,224  B7:00.00  6:29.250,166600,1.734,Long-Finned Pilot Whale
75012021,224  B7:00.00  6:32.821,166600,3.468,Long-Finned Pilot Whale
75012022,224  B7:00.00  6:40.379,166600,2.466,Long-Finned Pilot Whale
75012023,224  B7:00.00  6:53.779,166600,1.966,Long-Finned Pilot Whale
75012024,480  B7:00.00  7:00.000,166600,2.601,Long-Finned Pilot Whale
75012025,480  B7:00.00  7:04.990,166600,1.840,Long-Finned Pilot Whale
75012026,480  B7:00.00  7:06.783,166600,2.315,Long-Finned Pilot Whale
75012027,480  B7:00.00  7:10.861,166600,2.206,Long-Finned Pilot Whale
75012028,480  B7:00.00  7:16.490,166600,2.588,Long-Finned Pilot Whale
75012029,480  B7:00.00  7:20.397,166600,1.855,Long-Finned Pilot Whale
7501202A,480  B7:00.00  7:23.141,166600,2.074,Long-Finned Pilot Whale
7501202B,480  B7:00.00  7:28.131,166600,2.806,Long-Finned Pilot Whale
7501202C,480  B7:00.00  7:31.851,166600,1.536,Long-Finned Pilot Whale
7501202D,480  B7:00.00  7:34.416,166600,1.918,Long-Finned Pilot Whale
7501202E,480  B7:00.00  7:37.472,166600,2.120,Long-Finned Pilot Whale
7501202F,480  B7:00.00  7:39.593,166600,2.822,Long-Finned Pilot Whale
7501202G,480  B7:00.00  7:42.416,166600,3.220,Long-Finned Pilot Whale
7501202H,480  B7:00.00  7:45.613,166600,2.401,Long-Finned Pilot Whale
7501202I,480  B7:00.00  7:47.999,166600,1.980,Long-Finned Pilot Whale
7501202J,480  B7:00.00  7:50.650,166600,1.528,Long-Finned Pilot Whale
7501202K,480  B7:00.00  7:55.398,166600,2.120,Long-Finned Pilot Whale
7501202L,480  B7:00.00  8:00.131,166600,2.596,Long-Finned Pilot Whale
7501202M,480  B7:00.00  8:09.971,166600,3.181,Long-Finned Pilot Whale
7501202N,480  B7:00.00  8:15.421,166600,2.619,Long-Finned Pilot Whale
7501202O,480  B7:00.00  8:18.781,166600,1.832,Long-Finned Pilot Whale
7501202P,480  B7:00.00  8:23.623,166600,2.643,Long-Finned Pilot Whale
7501202Q,480  B7:00.00  8:26.563,166600,2.035,Long-Finned Pilot Whale
7501202R,480  B7:00.00  8:29.510,166600,2.120,Long-Finned Pilot Whale
7501202S,480  B7:00.00  8:32.933,166600,1.629,Long-Finned Pilot Whale
7501202T,480  B7:00.00  8:35.187,166600,2.565,Long-Finned Pilot Whale
7501202U,480  B7:00.00  8:42.297,166600,2.892,Long-Finned Pilot Whale
7501202V,480  B7:00.00  8:45.284,166600,3.189,Long-Finned Pilot Whale
7501202W,480  B7:00.00  8:48.348,166600,3.422,Long-Finned Pilot Whale
7501202X,480  B7:00.00  8:51.779,166600,1.684,Long-Finned Pilot Whale
7501202Y,480  B7:00.00  8:53.775,166600,2.339,Long-Finned Pilot Whale
7501202Z,480  B7:00.00  8:56.270,166600,1.863,Long-Finned Pilot Whale
75012030,480  B7:00.00  8:58.133,166600,2.931,Long-Finned Pilot Whale
75012031,480  B7:00.00  9:01.260,166600,1.621,Long-Finned Pilot Whale
75012032,480  B7:00.00  9:03.194,166600,3.118,Long-Finned Pilot Whale
75012033,480  B7:00.00  9:06.258,166600,2.159,Long-Finned Pilot Whale
75012034,480  B7:00.00  9:08.761,166600,1.980,Long-Finned Pilot Whale
75012035,480  B7:00.00  9:10.858,166600,2.690,Long-Finned Pilot Whale
75012036,480  B7:00.00  9:13.579,166600,3.282,Long-Finned Pilot Whale
75012037,480  B7:00.00  9:17.229,166600,2.627,Long-Finned Pilot Whale
75012038,480  B7:00.00  9:19.833,166600,3.578,Long-Finned Pilot Whale
75012039,480  B7:00.00  9:24.152,166600,2.580,Long-Finned Pilot Whale
7501203A,480  B7:00.00  9:26.710,166600,2.588,Long-Finned Pilot Whale
7501203B,480  B7:00.00  9:29.267,166600,2.588,Long-Finned Pilot Whale
7501203C,480  B7:00.00  9:32.815,166600,2.385,Long-Finned Pilot Whale
7501203D,480  B7:00.00  9:34.265,166600,2.783,Long-Finned Pilot Whale
7501203E,480  B7:00.00  9:36.947,166600,3.344,Long-Finned Pilot Whale
7501203F,480  B7:00.00  9:40.253,166600,1.925,Long-Finned Pilot Whale
7501203G,480  B7:00.00  9:42.296,166600,3.150,Long-Finned Pilot Whale
7501203H,480  B7:00.00  9:45.423,166600,2.635,Long-Finned Pilot Whale
7501203I,480  B7:00.00  9:48.830,166600,2.074,Long-Finned Pilot Whale
7501203J,480  B7:00.00  9:52.043,166600,3.329,Long-Finned Pilot Whale
7501203K,480  B7:00.00  9:56.113,166600,3.321,Long-Finned Pilot Whale
7501203L,480  B7:00.00  9:59.925,166600,2.479,Long-Finned Pilot Whale
7501203M,480  B7:00.00  10:02.771,166600,1.863,Long-Finned Pilot Whale
7501203N,480  B7:00.00  10:06.202,166600,2.541,Long-Finned Pilot Whale
7501203O,480  B7:00.00  10:08.815,166600,2.772,Long-Finned Pilot Whale
7501203P,480  B7:00.00  10:11.882,166600,2.952,Long-Finned Pilot Whale
7501203Q,480  B7:00.00  10:15.139,166600,2.785,Long-Finned Pilot Whale
7501203R,480  B7:00.00  10:17.948,166600,2.851,Long-Finned Pilot Whale
7501203S,480  B7:00.00  10:20.750,166600,2.203,Long-Finned Pilot Whale
7501203T,480  B7:00.00  10:23.079,166600,1.990,Long-Finned Pilot Whale
7501203U,480  B7:00.00  10:25.060,166600,2.918,Long-Finned Pilot Whale
7501203V,480  B7:00.00  10:27.959,166600,1.739,Long-Finned Pilot Whale
7501203W,480  B7:00.00  10:29.679,166600,2.560,Long-Finned Pilot Whale
7501203X,480  B7:00.00  10:32.404,166600,3.285,Long-Finned Pilot Whale
7501203Y,480  B7:00.00  10:35.671,166600,3.430,Long-Finned Pilot Whale
7501203Z,480  B7:00.00  10:39.198,166600,3.140,Long-Finned Pilot Whale
75012040,480  B7:00.00  10:42.310,166600,3.247,Long-Finned Pilot Whale
75012041,480  B7:00.00  10:46.272,166600,2.000,Long-Finned Pilot Whale
75012042,480  B7:00.00  10:48.311,166600,3.198,Long-Finned Pilot Whale
75012043,480  B7:00.00  10:51.645,166600,3.285,Long-Finned Pilot Whale
75012044,480  B7:00.00  10:54.882,166600,2.821,Long-Finned Pilot Whale
75012045,480  B7:00.00  10:57.888,166600,2.850,Long-Finned Pilot Whale
75012046,480  B7:00.00  11:03.763,166600,3.005,Long-Finned Pilot Whale
75012047,480  B7:00.00  11:06.730,166600,3.005,Long-Finned Pilot Whale
75012048,480  B7:00.00  11:09.900,166600,3.005,Long-Finned Pilot Whale
75012049,480  B7:00.00  11:13.079,166600,2.386,Long-Finned Pilot Whale
7501204A,480  B7:00.00  11:15.428,166600,3.005,Long-Finned Pilot Whale
7501204B,480  B7:00.00  11:18.404,166600,2.715,Long-Finned Pilot Whale
7501204C,480  B7:00.00  11:21.719,166600,3.614,Long-Finned Pilot Whale
7501204D,480  B7:00.00  11:25.932,166600,2.908,Long-Finned Pilot Whale
7501204E,480  B7:00.00  11:28.870,166600,3.585,Long-Finned Pilot Whale
7501204F,480  B7:00.00  11:32.349,166600,1.787,Long-Finned Pilot Whale
7501204G,480  B7:00.00  11:34.349,166600,1.778,Long-Finned Pilot Whale
7501204H,480  B7:00.00  11:36.195,166600,2.242,Sperm Whale
7501204I,480  B7:00.00  11:38.263,166600,3.053,Sperm Whale
7501204J,480  B7:00.00  11:41.452,166600,2.415,Sperm Whale
7501204K,480  B7:00.00  11:44.458,166600,2.638,Sperm Whale
7501204L,480  B7:00.00  11:55.571,166600,2.309,Sperm Whale
7501204M,480  B7:00.00  11:59.176,166600,3.305,Sperm Whale
7501204N,480  B7:00.00  12:02.452,166600,1.778,Sperm Whale
7501204O,480  B7:00.00  12:06.250,166600,2.841,Sperm Whale
7501204P,480  B7:00.00  12:10.396,166600,3.295,Sperm Whale
7501204Q,480  B7:00.00  12:14.851,166600,2.966,Sperm Whale
7501204R,480  B7:00.00  12:19.528,166600,2.966,Sperm Whale
7501204T,480  B7:00.00  12:24.727,166600,3.208,Sperm Whale
7501204U,480  B7:00.00  12:28.844,166600,2.995,Sperm Whale
7501204V,480  B7:00.00  12:31.782,166600,1.797,Sperm Whale
7501204W,480  B7:00.00  12:34.662,166600,2.995,Sperm Whale
7501204X,480  B7:00.00  12:37.783,166600,2.512,Long-Finned Pilot Whale
7501204Y,480  B7:00.00  12:40.247,166600,2.396,Long-Finned Pilot Whale
7501204Z,480  B7:00.00  12:42.617,166600,2.761,Long-Finned Pilot Whale
75012050,480  B7:00.00  12:46.929,166600,2.972,Long-Finned Pilot Whale
75012051,480  B7:00.00  12:49.885,166600,3.309,Long-Finned Pilot Whale
75012052,480  B7:00.00  12:53.439,166600,2.273,Long-Finned Pilot Whale
75012053,480  B7:00.00  12:55.831,166600,1.987,Long-Finned Pilot Whale
75012054,480  B7:00.00  13:01.978,166600,2.947,Long-Finned Pilot Whale
75012055,480  B7:00.00  13:04.934,166600,3.250,Long-Finned Pilot Whale
75012056,480  B7:00.00  13:08.420,166600,2.619,Long-Finned Pilot Whale
75012057,480  B7:00.00  13:11.039,166600,2.122,Long-Finned Pilot Whale
75012058,480  B7:00.00  13:14.753,166600,2.838,Long-Finned Pilot Whale
75012059,786  B7:00.00  16:02.264,166600,2.253,Long-Finned Pilot Whale
7501205A,786  B7:00.00  16:32.878,166600,2.104,Long-Finned Pilot Whale
7501205B,786  B7:00.00  16:43.568,166600,2.779,Long-Finned Pilot Whale
7501205C,786  B7:00.00  17:06.132,166600,2.972,Long-Finned Pilot Whale
7501205D,786  B7:00.00  17:36.641,166600,2.323,Long-Finned Pilot Whale
7501205E,786  B7:00.00  17:43.166,166600,2.665,Long-Finned Pilot Whale
7501205F,786  B7:00.00  17:53.830,166600,2.323,Long-Finned Pilot Whale
7501205G,786  B7:00.00  18:22.734,166600,2.595,Long-Finned Pilot Whale
7501205H,786  B7:00.00  18:33.933,166600,1.902,Long-Finned Pilot Whale
7501205I,786  B7:00.00  18:38.949,166600,3.446,Long-Finned Pilot Whale
7501205J,786  B7:00.00  18:44.079,166600,2.701,Long-Finned Pilot Whale
7501205K,786  B7:00.00  18:46.780,166600,2.762,Long-Finned Pilot Whale
7501205L,786  B7:00.00  18:50.248,166600,2.805,Long-Finned Pilot Whale
7501205M,786  B7:00.00  18:54.825,166600,2.166,Long-Finned Pilot Whale
7501205N,786  B7:00.00  18:58.462,166600,2.505,Long-Finned Pilot Whale
7501205O,786  B7:00.00  19:01.007,166600,2.418,Long-Finned Pilot Whale
7501205P,786  B7:00.00  19:03.553,166600,2.917,Long-Finned Pilot Whale
7501205Q,786  B7:00.00  19:06.422,166600,2.426,Long-Finned Pilot Whale
7501205R,786  B7:00.00  19:09.268,166600,2.545,Long-Finned Pilot Whale
7501205S,786  B7:00.00  19:11.727,166600,2.766,Long-Finned Pilot Whale
7501205T,786  B7:00.00  19:14.596,166600,2.411,Long-Finned Pilot Whale
7501205U,786  B7:00.00  19:17.300,166600,2.656,Long-Finned Pilot Whale
7501205V,786  B7:00.00  19:19.932,166600,2.347,Long-Finned Pilot Whale
7501205W,786  B7:00.00  19:22.240,166600,1.857,Long-Finned Pilot Whale
7501205X,786  B7:00.00  19:33.221,166600,2.537,Long-Finned Pilot Whale
7501205Y,786  B7:00.00  19:37.363,166600,2.039,Long-Finned Pilot Whale
7501205Z,786  B7:00.00  19:42.786,166600,2.086,Long-Finned Pilot Whale
75012060,786  B7:00.00  19:44.810,166600,2.624,Long-Finned Pilot Whale
75012061,786  B7:00.00  19:47.948,166600,2.276,Long-Finned Pilot Whale
75012062,786  B7:00.00  19:56.612,166600,2.355,Long-Finned Pilot Whale
75012063,786  B7:00.00  20:01.932,166600,2.640,Long-Finned Pilot Whale
75012064,786  B7:00.00  20:05.655,166600,2.205,Long-Finned Pilot Whale
75012065,786  B7:00.00  20:08.391,166600,2.324,Long-Finned Pilot Whale
75012066,786  B7:00.00  20:13.750,166600,1.897,Long-Finned Pilot Whale
75012067,786  B7:00.00  20:15.592,166600,2.758,Long-Finned Pilot Whale
75012068,786  B7:00.00  20:18.604,166600,2.798,Long-Finned Pilot Whale
75012069,786  B7:00.00  20:21.711,166600,1.889,Long-Finned Pilot Whale
7501206A,786  B7:00.00  20:23.616,166600,2.521,Long-Finned Pilot Whale
7501206B,786  B7:00.00  20:26.090,166600,2.901,Long-Finned Pilot Whale
7501206C,786  B7:00.00  20:28.991,166600,3.130,Long-Finned Pilot Whale
7501206D,786  B7:00.00  20:32.090,166600,2.569,Long-Finned Pilot Whale
7501206E,786  B7:00.00  20:34.774,166600,2.758,Long-Finned Pilot Whale
7501206F,786  B7:00.00  20:37.480,166600,2.463,Long-Finned Pilot Whale
7501206G,786  B7:00.00  20:39.920,166600,2.690,Long-Finned Pilot Whale
7501206H,786  B7:00.00  20:42.626,166600,2.729,Long-Finned Pilot Whale
7501206I,786  B7:00.00  20:45.324,166600,1.900,Long-Finned Pilot Whale
7501206J,786  B7:00.00  20:47.209,166600,2.737,Long-Finned Pilot Whale
7501206K,786  B7:00.00  20:50.322,166600,2.799,Long-Finned Pilot Whale
7501206L,786  B7:00.00  20:53.122,166600,2.878,Long-Finned Pilot Whale
7501206M,786  B7:00.00  20:55.945,166600,2.831,Long-Finned Pilot Whale
7501206N,1109  B4:00.00  21:25.021,166600,2.609,Long-Finned Pilot Whale
7501206O,1109  B4:00.00  21:27.929,166600,2.664,Long-Finned Pilot Whale
7501206P,1109  B4:00.00  21:30.593,166600,2.599,Long-Finned Pilot Whale
